店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
鹅公馆(友谊阳光城店),169492965,顺德菜,,0,,5,44,17,新友谊阳光城,5312,20.02353,110.32412,龙华区金龙路1号友谊阳光城8楼（4号电梯）,8,,,2-3人餐99.9元，3-4人餐179.9元，4-6人餐219.9元，6-8人餐339.9元;17代20元，88代100元;,周一至周日 11:30-21:30,0898-68522717,28411,,,False,1,253,28411,False,False
佳捷休闲餐吧,177830574,快餐简餐,,0,,4.8,34,9.9,中山南路,5315,19.994149,110.359984,琼山区中山南路50号（南北水果批发市场旁）,,,,单人餐9.9元起，双人餐58元起，4人餐78元;78代100元;,周一至周日 07:30-00:00,0898-36382578,28183,,,False,0,215,28183,False,False
围炉海鲜烤肉自助(上邦百汇城店),193639815,综合自助,,0,,4.5,69,61.9,上邦百汇城,5312,20.021219,110.323799,龙华区金龙路11号上邦百汇城3号楼2楼（欢乐故事电玩城隔壁）,2,,,单人晚餐61.9元，单人午餐61.9元，单人晚餐65.9元，单人午餐71.9元，单人晚餐71.9元，单人晚餐75.9元;,周一至周日 11:00-21:30,0898-68537442,28116,,,False,0,270,28116,False,False
江原道韩式自助烤肉,6931734,自助烧烤,,0,,4.3,35,36,红城湖,5315,19.998259,110.346321,琼山区府城板桥路4号（海南省经济技术学校旁）,,,,单人午/晚餐36元起;,周一至周日 11:00-14:00 17:00-21:00,13519825657,27970,江原道烤肉食材丰富多样，每天新鲜采购，保证肉类品质。贴心周到的服务，经济实惠的消费，适合朋友聚餐、情侣约会等。江原道烤肉，让你爱上烤肉的味道。,,False,0,19,27970,True,False
普洛旺斯餐厅(日月店),118845650,西式简餐,,0,,5,72,19.9,国兴大道,5315,20.016466,110.350714,琼山区国兴大道海航日月广场摩羯座4楼,4,,,19.9元下午茶单点饮料，25.9元小吃;95代100元;,周一至周日 11:30-21:00,0898-32884128,27460,,,False,0,223,27460,False,False
暧尚火锅(解放店),4224960,火锅,,0,,4.6,39,78,解放西/泰龙城,5312,20.040692,110.342512,龙华区新华北路百货大楼附楼二楼,2,,,双人餐78元，3-4人餐98元，3-4人餐98元;85代100元;,周一至周日 10:00-22:00,0898-66235830,27314,暧尚自助餐厅位于百货大楼2楼，本店以简约时尚风格为主题，深受广大消费者喜欢，交通便利，环境优美，环境大气而精致，宽敞而明亮的环境让前去用餐的消费者心情舒适，而时尚雅致的装修也会带给每位前来消费的顾客一个愉悦的心情。本店上百种菜品任您挑选，自助小火锅、巴西烤肉、牛扒口感鲜美，精美可口的小糕点，海鲜任您选，不管您是商务洽谈，情侣约会，朋友聚餐，暧尚自助都能给您提供最优美的环境与气氛！,,False,0,82,27314,True,False
蛙来哒(府城店),175411037,湘菜,蛙来哒炭烧牛蛙,2884669,,5,71,139,忠介路,5315,20.000524,110.355895,琼山区府城琼山区中山路10号2楼爱语阳光旁边,,,,双人餐139元;,周一至周日 11:00-23:00,0898-66552689,27263,,,False,1,387,27263,False,False
悟牛烧肉(友谊阳光城店),161104272,日式烧烤/烤肉,,0,,5,86,188,新友谊阳光城,5312,20.02361,110.32397,龙华区金龙路友谊阳光城7楼7012商铺2号观光梯、7号客厅梯旁,7,,,双人餐188元，3-4人餐368元;,周一至周日 11:00-14:00 17:00-22:00,0898-68510989,27202,,,False,0,190,27202,False,False
华莱士·全鸡汉堡(南航NO55店),110177108,西式快餐/汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.6,15,8.9,蓝天路沿线,5313,20.025463,110.341313,美兰区蓝天路与大英路交叉口川妹火锅对面,,,,8.9元鸡米花，12.9元单人套餐1，12.9元单人套餐2，13.9元小吃套餐2，13.9元小吃套餐1，19元单人餐，22元薯条，22.9元双人套餐，28.9元双人餐，32元双人餐，33.9元豪华炸鸡桶，40.8元双堡炸鸡桶;,周一至周日 08:00-22:00,0898-66729417,27149,,,False,1,82,27149,False,False
钢管厂五区小郡肝串串(国贸玉沙路店),164519270,串串香,,0,,5,72,88,玉沙路,5312,20.026825,110.320306,龙华区玉沙路国贸经典大厦1层,1,,,128元午餐特惠套餐，169元午餐特惠套餐，208元午餐特惠套餐;88代100元;,周一至周日 11:00-06:00,0898-68545644,27126,,,False,0,294,27126,False,False
赖胖子肉蟹煲(友谊广场店),95096122,肉蟹煲,赖胖子肉蟹煲,2885366,,4.6,57,90,人民公园,5312,20.037648,110.337224,龙华区大同路友谊商场6楼,6,,,双人餐128元，4人餐168元，6人餐228元;90代100元;,周一至周日 11:00-16:00 17:00-21:30,0898-66769637,27123,,,False,1,154,27123,False,False
西门外广场老妈肠粉,78640134,肥肠粉,,0,,4.8,8,6.9,解放西/泰龙城,5312,20.03943,110.34228,龙华区西门外38号-1（第三小学对面）,,,,6.9元招牌肠粉，7.9元招牌加伊面;,周一至周日 09:00-20:00,18889142594,26936,,,False,1,101,26936,True,False
宝丽餐厅(京华城店),5392691,粤菜,,0,,3.9,58,49.9,京华城,5312,20.028758,110.319523,龙华区玉沙路西侧海岸金城2层2号商铺,2,,有停车位,双人餐49.9元起，4人餐238.8元;,周一至周日 11:00-22:00,0898-68526669/13671961256,26671,,,False,1,58,26671,True,False
避风苑(中山路总店),5716479,火锅,,0,,4,29,55,忠介路,5315,20.002778,110.355097,琼山区中山北路53号（天茂商场斜对面）,,,,双人餐55元，3-4人餐98元，3-4人餐103元，2-3人餐106元;,周一至周日 11:00-21:00,0898-32875915/13876058630,26617,,,False,1,139,26617,True,False
华莱士·全鸡汉堡(新埠岛店),4310894,西式快餐/汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.1,24,6.9,新埠岛,5313,20.054807,110.365425,美兰区新埠大道新世界花园斜对面（新埠岛大桥附近）,,,,6.9元黑椒鸡块，9.9元鸡肉卷，10元4串骨肉相连，11.9元鸡块小薯鸡米花，12.2元半只脆皮鸡+中可，12.9元时尚简约，12.9元辣翅鸡米花鸡块，13元香辣鸡腿堡，14元牛肉堡骨肉相连餐，26.9元双人套餐，32.9元六一双人餐，50元鸡肉卷紫薯饼套餐，53.9元欢聚四人套餐;,周一至周日 10:00-22:00,0898-66248837/18876731024,26608,华莱士炸鸡汉堡创建品牌以来，先后在闽、沪、苏、浙、赣、粤、津等全国23个省96个市级以上城市开设连锁餐厅。经营的汉堡、炸鸡、薯条等产品，美味与实惠兼具，时尚与文化领先，深得广大消费者的青睐。简明舒适的就餐环境，品质的保证，享受得到的西式快餐,,False,1,114,26608,False,False
拾味馆·浓鲜骨汤·海南菜(国贸店),1109266,海南菜,拾味馆,28696,http://p1.meituan.net/poi/79d6a9d3470f3076b19f9bc6dd8d1ffa11693.png,4,58,60,金龙路,5312,20.025683,110.319421,龙华区国贸大道36号嘉陵大厦2楼,2,,有停车位,满100减5（买单立享）;单人餐60元，双人餐158元，4人餐268元;95代100元;,周一至周日 11:00-14:00 17:00-21:00,0898-68561338,26594,拾味馆主打拾味砂锅骨汤，以引领饮食风尚，强调对幸福的品味与体验为特色，拒绝提供一成不变的菜肴与菜单，提供可口美食，贴心服务、价格实惠，时尚化的家庭式餐饮，深受大众喜爱。,,False,1,52,26594,True,False
拾味馆·浓鲜骨汤·海南菜(日月广场店),119656399,海南菜,拾味馆,28696,http://p1.meituan.net/poi/79d6a9d3470f3076b19f9bc6dd8d1ffa11693.png,4.6,60,95,日月广场,5315,20.014719,110.351173,琼山区大英山西三路海航日月广场水瓶座4楼（万达影院旁）,3A,,,满100减5（买单立享）;双人餐189元，3-4人餐318元，5-6人餐498元;95代100元;,周一至周日 11:00-15:00 17:00-21:30,0898-32883122,26544,,,False,1,195,26544,False,False
华莱士·全鸡汉堡(四中店),108713101,西式快餐/汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.4,28,6.9,美兰区,5313,20.02763,110.37172,美兰区美苑路53号,,,,6.9元黑椒鸡块，9.9元鸡肉卷，10元4串骨肉相连，11.9元鸡块小薯鸡米花，12.2元半只脆皮鸡+中可，12.9元时尚简约，12.9元辣翅鸡米花鸡块，13元香辣鸡腿堡，14元牛肉堡骨肉相连餐，26.9元双人套餐，32.9元六一双人餐，50元鸡肉卷紫薯饼套餐，53.9元欢聚四人套餐;,周一至周日 09:00-02:00,0898-65348767,26409,,,False,1,106,26409,False,False
小印度,2514611,印度菜,印度尼泊尔菜,1255743,,3.9,66,85,京华城,5312,20.027141,110.318595,龙华区玉沙路21号（京华城D区1F002-3号铺）,1,,免费提供50个停车位,双人餐88元起，3人餐176元，4人餐248元，6人餐338元;85代100元;,周一至周日 10:00-22:30,0898-68554827,26163,印度尼泊尔餐厅凭其经典的室内设计，正宗的口味，周到优质的服务和浪漫神秘的氛围，成为东南亚地区的知名异域主题餐厅，也是广大美食爱好者的乐园。在印度尼泊尔餐厅，您不但会踏上神迷的印度之旅，并可享受印度美食所带来的独特而奇妙味觉感受。餐厅的室内设计以 “丝绸之路”为主题，受中国4世纪及7世纪时法显和唐僧经印度往中亚取经的古老历史旅程所启发，带您奔向这个神迷旅程。,,False,1,34,26163,True,False
新疆伏拉沃餐厅,41368547,新疆菜,,0,,4.4,46,88,白龙路沿线,5313,20.03055,110.362007,美兰区白龙路海瀛大厦二楼2号铺面,,,免费提供50个停车位,双人餐96元，3-4人餐149元，8-10人餐355元;88代100元;,周一至周日 11:30-14:00 17:30-21:00,0898-65309592,25858,,,False,1,63,25858,True,False
莱得快(日月广场店),158683640,小吃快餐,,0,,5,23,16.8,国兴大道,5315,20.015705,110.349401,琼山区国兴大道8号日月广场一号星悦下沉广场,-1,,,23元1人套餐，24.8元招牌单人餐，49元2人套餐;16.8代20元;,周一至周日 09:30-22:30,18876846831,25816,,,False,1,221,25816,False,False
WOW西餐酒吧(国贸店),165394696,西餐,,0,,5,53,1,玉沙路,5312,20.024609,110.32021,龙华区玉沙路13号海德堡酒店2楼,,,,2-3人餐1元，3-4人餐81元，双人餐89元，2-4人餐99元，3-4人餐168元，198元野格红牛洋酒套餐;89代100元;,周一至周日 18:00-04:00,17689892037/17689798350,25700,,,False,0,97,25700,False,False
啡曼特航空主题餐厅(友谊阳光城店),162091064,牛排,,0,,4.2,63,79,新友谊阳光城,5312,20.02353,110.32412,龙华区金龙路2号国贸友谊阳光城7F楼层7006,7,,,双人餐99元起，双人餐99元起，3-4人餐268元;79代100元;,周一至周日 11:00-22:00,0898-68508565/15808936910,25310,,,False,0,87,25310,False,False
小龙坎老火锅(解放西路店),163540423,四川火锅,小龙坎老火锅,2883441,http://p0.meituan.net/poi/108c210fe9a4ae636e2711fa68841da394319.png,4.6,76,88,解放西/泰龙城,5312,20.039432,110.340818,龙华区解放西路金棕榈广场三楼,3,,,88代100元;,周一至周日 10:00-21:00,0898-32162888,25205,,,False,0,96,25205,False,False
亨立肥牛(国贸店),1180533,火锅,亨立肥牛,26036,,4.1,79,98,龙昆北路,5312,20.02943,110.32584,龙华区国贸路6号瑞特广场四楼（近建行总行）,4,,,双人餐98元，5人餐298元，6-8人餐498元;,周一至周日 11:30-14:00 17:30-21:00,0898-68582233,25165,亨立肥牛做为全国连锁机构海南一家经营肥牛火锅系列的典范在倡导中西饮食文化，也丰富了椰城任命的饮食需求。自1998年开业以来，以“我为人人”为宗旨将一如既往，不断创新，始终将优雅的环境，优质的服务，美味的佳肴献给有品味的您。环境优雅、设施上乘、服务优质是各种聚会和宴请宾朋的上佳选择。十五年的经营历史，亨立肥牛的经营理念： 100%美味+100%服务=100%享受。,,False,0,0,25165,True,False
椰子不语(宜欣店),98525557,海南菜,椰子不语,2883150,,5,76,89.9,宜欣广场,5312,20.024615,110.312372,龙华区金贸中路与明珠路交叉口宜欣城4楼,4,,,9.5折（买单立享）;双人餐99.9元起，4人餐339.9元;89.9代100元;,周一至周日 11:00-14:00 17:00-21:00,0898-36606659,24922,,,False,1,135,24922,True,False
薇薇安千层蛋糕(万达店),164915168,面包蛋糕,,0,,4.9,24,16.9,万达广场,5314,19.97915,110.2784,秀英区224国道万达广场3楼中庭,3,,,16.9元千层蛋糕切件，75元蛋糕3选1，122.9元蛋糕8选1;29.9代38元;,周一至周日 09:30-22:00,18789782181,24916,,,False,1,112,24916,False,False
华莱士·全鸡汉堡(蓝天店NO26),2627869,西式快餐/汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,3.6,14,8.9,蓝天路沿线,5313,20.026027,110.358438,美兰区蓝天路69号佳裕大厦一楼（近佳裕大厦）,,,免费提供5个停车位,8.9元鸡米花，12.9元单人套餐1，12.9元单人套餐2，13.9元小吃套餐2，13.9元小吃套餐1，19元单人餐，22元薯条，22.9元双人套餐，28.9元双人餐，32元双人餐，33.9元豪华炸鸡桶，40.8元双堡炸鸡桶;,周一至周日 09:00-24:00,0898-65395417,24437,,,False,1,33,24437,True,False
好兄弟碳烤羊腿(承接户外烧烤.烤全羊)(金垦店),97040474,烤羊腿,,0,,5,51,95,金牛岭公园周边,5312,20.003394,110.313439,龙华区金牛路老稻美食街C栋4楼,,,,双人餐178元，3-4人餐188元，5-6人餐300元，7-8人餐448元，8-12人餐1280元;95代100元;,周一至周日 16:00-01:00,0898-68913415/13698981115,24334,,,False,1,126,24334,False,False
味蜀吾·成都老火锅(桫椤湾店),158699028,四川火锅,味蜀吾沸腾三国,2884507,,4.8,80,59,国兴大润发,5313,20.019896,110.37588,美兰区美苑路桫椤湾商业街3楼,,,,双人餐59元起，3-4人餐238元;90代100元;,周五至周日 10:30-24:00  周一至周四 10:30-14:30 16:00-23:30,0898-65228450/18089845200,24115,,,False,1,131,24115,True,False
匠子烤鱼(宜欣店),91472825,烤鱼,匠子烤鱼,2699714,http://p0.meituan.net/poi/a60aaeb6e15861760710694484fa4a9a55005.png,5,71,99,宜欣广场,5312,20.024918,110.312885,龙华区明珠路89号宜欣城4楼,4,,,99代110元;,周一至周日 11:00-14:00 17:00-21:00,0898-36606669,23996,,,False,1,145,23996,False,False
白莲鹅食府(总店),1477594,海南菜,,0,,3.8,48,68,龙昆南路,5312,20.014543,110.32778,龙华区金宇东路映山红大酒店二楼（中级法院对面）,,,,2-3人餐98元，5-6人餐267元，8-10人餐423元;68代100元;,周一至周日 11:30-14:00 17:30-21:00,0898-36662038/36394888,23639,白莲鹅食府成立于龙华区金宇东路映山红大酒店二楼，是一家新开业具有本土地方气息的特色美食机构，餐饮崇尚绿色健康的饮食习惯，选用当地时下新鲜、鲜活的绿色食材，更健康更环保。店内环境大气舒适。白莲鹅食府坚持采取“公司+基地+农户”的生产经营模式，提供优质的白莲鹅，让消费者吃得健康， 吃得满意。,,False,0,12,23639,True,False
华莱士·全鸡汉堡(西溪里NO.35店),5993090,西式快餐/汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.1,13,8.9,海甸岛,5313,20.04893,110.34954,美兰区海甸街道海达路金隅大成西溪里8-109号铺面,,,免费提供5个停车位,8.9元鸡米花，12.9元单人套餐1，12.9元单人套餐2，13.9元小吃套餐2，13.9元小吃套餐1，19元单人餐，22元薯条，22.9元双人套餐，28.9元双人餐，32元双人餐，33.9元豪华炸鸡桶，40.8元双堡炸鸡桶;,周一至周日 10:00-24:00,0898-66277497,23552,,,False,1,58,23552,True,False
犟骨头排骨饭(国贸路店),175363550,排骨米饭,,0,,5,25,23.8,美源商业广场,5312,20.027556,110.322994,龙华区国贸路20号（帝国大厦1楼9号铺面）,,,,23.8元排骨饭套餐，32.8元招牌犟骨头套餐;,周一至周日 10:30-21:00,18898269248,23282,,,False,1,186,23282,False,False
CoCo都可(秀英万达店),150044879,奶茶/果汁,CoCo都可,48791,http://p1.meituan.net/poi/28a4067295b8bd72fd3fa0b1628c121236345.png,5,13,8.55,万达广场,5314,19.979682,110.278587,秀英区万达广场三层3080号商铺,3,,,8.5元芒果绿茶，9.5元珍珠奶茶，10.4元鲜芋奶茶，20.8元美式咖啡(L)，24元莓莓果茶大杯，25.2元金桔柠檬汁大杯，25.5元珍珠奶茶中杯，25.5元焦糖奶茶中杯，27元鲜芋芋圆牛奶中杯，27元鲜芋青稞牛奶中杯，28元鲜芋奶茶中杯，28元青稞奶茶中杯，28.8元拿铁咖啡(L)，30.6元双拼奶茶大杯，32元拿铁咖啡(L)，33.1元奶茶三兄弟大杯，40.8元鲜百香双响炮大杯;60代70元;,周一至周日 10:00-22:00,18389482613,23265,,,False,1,186,23265,False,False
湘水湾(虹冠大厦店),1181367,湘菜,湘水湾,755738,,4.1,32,42.5,坡博村,5312,20.003667,110.336849,龙华区坡博路105号虹冠大厦1楼（近龙昆南路）,,,免费停车,2-3人餐66元，2-3人餐73元，3-5人餐99.9元，5-6人餐138元，5-6人餐199元，8人餐288元，10人餐338元;42.5代50元;,周一至周日 10:00-14:00 16:30-21:00,0898-66786577,23216,湘水湾位于海口市坡博路虹冠大厦，主要经营特色湘菜，店内环境舒适温习，热情服务，让你在享受美食的过程中享受舒适和惬意。,,False,1,44,23216,True,False
海岸客家(友谊阳光城店),161839181,客家菜,,0,,5,39,69,新友谊阳光城,5312,20.023673,110.324036,龙华区金龙路友谊阳光城7A楼层,7A,,,双人餐69元起;89.9代100元;,周一至周日 11:00-14:00 17:00-21:00,0898-68508616,23098,,,False,1,93,23098,False,False
杨铭宇黄焖鸡米饭,40041405,黄焖鸡,,0,,3.9,17,17.8,国兴大道,5315,20.014232,110.371423,琼山区兴丹路5号铺面（玖居酒店楼下）,,,停车位收费标准：免费,17.8元黄焖鸡米饭小份，23.8元黄焖鸡米饭大份;,周一至周日 10:30-21:30,0898-65239182,23083,,,False,1,39,23083,True,False
日之船章鱼小丸子,6846253,小吃快餐,,0,,5,11,6.5,解放西/泰龙城,5312,20.039644,110.340666,龙华区解放西路9号金棕榈商业广场一层A114号商铺,1,,,6.5元美味鱼蛋，9.9元撒尿牛肉丸，11.5元章鱼小丸子;,周一至周日 11:00-22:00,13676000806,23004,,,False,0,102,23004,True,False
小猪猪(望海店),115917070,韩式烤肉,,0,,4.9,72,88,望海国际广场,5313,20.030696,110.3447,美兰区海秀东路8号望海国际广场六层,6,,,双人餐149元起，3-4人餐299元;88代100元，100代200元;,周一至周日 11:00-15:00 17:00-21:30,17384611514/13876652099,22909,,,False,1,152,22909,False,False
赖胖子肉蟹煲(宜欣广场店),98933438,肉蟹煲,赖胖子肉蟹煲,2885366,,4.3,60,90,宜欣广场,5312,20.024859,110.312422,龙华区明珠路8号宜欣广场四楼,4,,,双人餐128元，4人餐168元，6人餐228元;90代100元;,周一至周日 10:00-22:00,0898-66769781,22822,,,False,1,152,22822,False,False
壹加壹饺子(海甸店),1179275,饺子,,0,,3.9,47,95,海甸岛,5313,20.052982,110.341531,美兰区人民大道21号梨园大厦1楼第1-2层铺面,,,有停车位,双人餐128元，5-6人餐238元;95代100元;,周一至周日 11:30-14:00 17:00-21:00,0898-66191777,22815,,,False,1,12,22815,True,False
鹅公馆(坡博总店),102502419,焖锅,,0,,5,46,17,龙昆南路,5312,20.003416,110.336581,龙华区坡博路1号虹冠大厦1楼,,,,9.5折（买单立享）;2-3人餐99.9元，3-4人餐179.9元，4-6人餐219.9元，6-8人餐339.9元;17代20元，88代100元;,周一至周日 10:30-22:30,0898-65779122,22730,,,False,1,101,22730,True,False
山城记憶老火锅(国贸店),101221637,重庆火锅,,0,,5,66,88,京华城,5312,20.024621,110.320081,龙华区国贸玉沙路海德堡酒店2楼,2,,,双人餐126元，3-4人餐248元;88代100元;,周一至周日 10:00-22:00,0898-65567878/15338955578,22615,,,False,0,194,22615,False,False
火山岩扒房(大同店),4225246,牛排,,0,,4.6,100,26.9,万国大都会,5312,20.032714,110.339839,龙华区大同路22号1-4楼,,,免费提供50个停车位,单人餐26.9元起，双人餐208元起，双人餐208元起，4人餐288元;80代100元;,周一至周日 07:30-21:00,0898-66582258,22592,火山岩扒房是龙泉集团西餐新升级版，优雅的就餐环境，贴心的服务，在繁忙都市中忙里偷闲，与心仪之人在浪漫舒适的西餐厅撑台脚，桌面的牛扒在高温的火山石上噼里啪啦的有节奏的打着节拍，诱人的焦香味熏陶着蠢蠢欲动的味蕾，爱慕之情也在此时此刻升华,,False,1,11,22592,True,False
四季原味椰子鸡,75722271,海南菜,,0,,3.9,63,85,国兴大润发,5313,20.01755,110.37451,美兰区国兴大道63号大润发3楼,,,,8.5折（买单立享）;2-3人餐99元，3-4人餐188元，6-7人餐258元，10-12人餐598元;85代100元;,周一至周日 11:00-22:00,0898-65328810,22411,三十三号庭院主打川湘菜，始终贯行辣的风味，却在传统做法上面调适口感，让辣中还带着清甜，更适合大众食用，男女老少咸宜，让人们过肠不忘。,,False,0,56,22411,True,False
CoCo都可(阳光城店),164926199,奶茶/果汁,CoCo都可,48791,http://p1.meituan.net/poi/28a4067295b8bd72fd3fa0b1628c121236345.png,5,13,8.55,新友谊阳光城,5312,20.023569,110.324229,龙华区金龙路2号友谊阳光城3F3038号铺面,3,,,8.5元芒果绿茶，9.5元珍珠奶茶，10.4元鲜芋奶茶，20.8元美式咖啡(L)，24元莓莓果茶大杯，25.2元金桔柠檬汁大杯，25.5元珍珠奶茶中杯，25.5元焦糖奶茶中杯，27元鲜芋芋圆牛奶中杯，27元鲜芋青稞牛奶中杯，28元鲜芋奶茶中杯，28元青稞奶茶中杯，28.8元拿铁咖啡(L)，30.6元双拼奶茶大杯，32元拿铁咖啡(L)，33.1元奶茶三兄弟大杯，40.8元鲜百香双响炮大杯;60代70元;,周一至周日 10:00-22:30,18389280309,22391,,,False,1,128,22391,False,False
三顾冒菜(海甸岛店),6574906,冒菜,三顾冒菜,110795,http://p1.meituan.net/poi/1d9a370dfd58340bff66330ddab1b2d340293.png,4.1,40,29,海甸岛,5313,20.062325,110.336806,美兰区海甸五西路创新村福记楼东一铺面（港湾花园旁）,,,,29代33元，45代50元;,周一至周日 10:00-21:00,0898-66257928,22154,冒菜不是菜，而是一种传统的烹饪工艺。“大锅、沸汤”的烹饪特点让三顾冒菜在营养锁定方面独具优势。具体做法是，将自选生鲜食材置于大锅沸汤中“冒”熟，而后用秘制纯油和老火靓汤调制出麻辣、微辣、三鲜等不同口味，满足大众美食需求，是都市一族热捧的时尚餐饮模式。三顾冒菜源自三顾茅庐的历史典故，传承悠久，精品正宗。三顾冒菜致力于打造中国冒菜品牌。 采用自主选菜、去水称重、透明厨房的经营方式，将《消费者权益保护法》规定的自主选择权、公平交易权、消费知情权等原原本本地奉还给顾客。看得见、选得着、吃得香是三顾冒菜的真实体验。亲，来吧，来一次就能喜欢上！,,False,1,2,22154,True,False
宽板凳老灶火锅(海甸岛五西路店),180061379,重庆火锅,,0,,4.6,80,79,海甸岛,5313,20.06226,110.327948,美兰区海甸五西路30号兆南万福超市b-09号商铺,1,,,双人餐168元;79代100元，88代100元;,周一至周日 10:00-22:00,0898-65655353/18689909393,22071,,,False,0,295,22071,False,False
川帮火锅(友谊阳光城店),163287917,四川火锅,,0,,4.4,82,88,新友谊阳光城,5312,20.02353,110.32412,龙华区金龙路2号友谊阳光城6A,6A,,,2-3人餐158元，3-4人餐248元;88代100元;,周一至周日 10:00-22:00,0898-68526585,22048,,,False,0,320,22048,False,False
热带果道水果主题餐厅(滨江店),6779517,特色菜,,0,,5,82,29,滨江路,5313,20.039296,110.375178,美兰区滨江路72号,,,免费提供100个停车位,其他29元，双人餐168元起，3-4人餐268元;88代100元;,周一至周日 07:00-21:00,0898-65255137/15120819632,22004,野菜道是假日集团最新劲推品牌。野菜道倡导“健康养生，野菜当先”的健康理念。野菜道专营的野菜是无污染、无公害的绿色食品。欢迎各位前来品尝,,False,0,77,22004,True,False
伟氏澳门茶餐厅(龙华路店),1178502,茶餐厅,,0,,4.1,40,13.8,人民公园,5312,20.03072,110.33522,龙华区龙华路龙华商城B栋临街4号铺面,,,停车位收费标准：有停车位。,13.8元下午茶单人套餐，19.9元香酥鸡腿套饭，2-3人餐78元;,周一至周日 07:30-21:00,0898-66787288,21755,伟氏澳门茶餐厅位于龙华区龙华路龙华商城B栋，餐厅装修典雅，延续了海南传统的茶食文化，经过不懈努力，研发出一系列特色佳肴，以海南传统的椰子鸡汤火锅为主，坚持做本土文化，给本地特色餐饮带来一次新的革命，想吃传统的椰子鸡？当然去伟氏！,,False,1,54,21755,True,False
Old Buck欧八客音乐餐吧,52355182,歌舞表演餐厅,,0,,4.4,50,88,京华城,5312,20.028271,110.322219,龙华区国贸北路国安大厦第二层,2,,停车位收费标准：详情咨询商户,双人餐88元，3-4人餐99元，2-3人餐99元，3-4人餐119.9元，2-3人餐148元;90代100元;,周一至周日 11:30-02:00,0898-32829000,21706,,,False,1,32,21706,True,False
探炉风尚烤鱼(友谊阳光城店),161065494,烤鱼,,0,,4.4,61,128,新友谊阳光城,5312,20.023437,110.323915,龙华区金龙路2号友谊阳光城6A楼,6A,,,双人餐128元，4人餐178元;,周一至周日 11:30-21:30,0898-68522819,21616,,,False,1,69,21616,True,False
34号码头海鲜烤肉自助餐厅(万达广场店),187622408,综合自助,,0,,4.3,71,55,万达广场,5314,19.980602,110.279907,秀英区海榆中线万达广场3楼,3,,,单人午餐55元，单人午餐63元，单人晚餐65元，单人午餐73元，[4]人午餐248元，[4]人午餐285元;,周一至周日 10:00-23:00,0898-68651706,21540,,,False,0,150,21540,False,False
薇薇安千层蛋糕(望海店),163276718,面包蛋糕,,0,,5,23,16.9,望海国际广场,5313,20.029917,110.345833,美兰区大英路望海国际后门对面,,,,16.9元千层蛋糕切件，75元蛋糕3选1，122.9元蛋糕8选1;29.9代38元;,周一至周日 09:00-23:30,18389673305,21536,,,False,1,64,21536,False,False
一只酸奶牛(上邦隆阡百货店),169273938,酸奶,一只酸奶牛,2879666,http://p1.meituan.net/poi/51924c62dafd89577d329ed83c928cf337089.png,5,13,9.8,上邦百汇城,5312,20.021336,110.322248,龙华区金龙路98号上邦百汇城隆仟百货门口,1,,,9.8元酸奶紫米露，11.8元暖暖奶香紫米，15元卡乐比酸奶杯双杯，15.8元芒来芒趣酸奶多，15.8元刨酸奶系列3选1，15.8元草莓朵朵酸奶多，15.8元酸奶多肉葡萄，23.8元紫米露+草莓酸奶，27.8元酸奶杨枝甘露套餐;,周一至周日 10:00-22:30,18789948753,21454,,,False,1,0,21454,False,False
年年有串火锅店(友谊阳光城店),160805480,串串香,,0,,5,60,88,新友谊阳光城,5312,20.02355,110.323861,龙华区金龙路2号友谊阳光城九层9013室,9,,,138元豪华2人套餐，168元168元豪华3-4人餐，268元豪华5-6人餐;88代100元;,周一至周日 11:00-14:00 17:00-21:00,0898-36692521,21336,,,False,0,76,21336,False,False
海岸客家(吾悦广场店),157864160,客家菜,,0,,4.4,36,69,吾悦广场,5312,19.977204,110.338763,龙华区椰海大道吾悦广场4楼（星轶国际影城旁）,4,,,双人餐69元起;89.9代100元;,周一至周日 11:30-14:00 17:00-21:00,0898-66803969,21319,,,False,1,89,21319,False,False
